protein_id,contig_id,keywords
NC_028959_0012,NC_028959,none
NC_028959_0013,NC_028959,none
NC_028959_0014,NC_028959,none
NC_028959_0015,NC_028959,none
NC_028959_0016,NC_028959,none
NC_028959_0017,NC_028959,none
NC_028959_0018,NC_028959,none
NC_028959_0019,NC_028959,none
NC_028959_0020,NC_028959,none
NC_028959_0021,NC_028959,none
NC_028959_0022,NC_028959,none
NC_028959_0023,NC_028959,none
NC_028959_0024,NC_028959,none
NC_028959_0025,NC_028959,none
NC_028959_0026,NC_028959,none
NC_028959_0027,NC_028959,none
NC_028959_0028,NC_028959,none
NC_028959_0029,NC_028959,none
NC_028959_0030,NC_028959,none
NC_028959_0031,NC_028959,none
NC_028959_0032,NC_028959,none
NC_028959_0033,NC_028959,none
NC_028959_0034,NC_028959,none
NC_028959_0035,NC_028959,none
NC_028959_0036,NC_028959,none
NC_028959_0037,NC_028959,none
NC_028959_0038,NC_028959,none
NC_028959_0039,NC_028959,none
NC_028959_0040,NC_028959,none
NC_028959_0041,NC_028959,none
NC_028959_0042,NC_028959,none
NC_028959_0043,NC_028959,none
NC_028959_0044,NC_028959,none
NC_028959_0045,NC_028959,none
NC_028959_0046,NC_028959,none
NC_028959_0047,NC_028959,none
NC_028959_0048,NC_028959,none
NC_028959_0049,NC_028959,none
NC_028959_0050,NC_028959,none
NC_028959_0051,NC_028959,none
NC_028959_0052,NC_028959,none
NC_028959_0053,NC_028959,none
NC_028959_0054,NC_028959,none
NC_028959_0055,NC_028959,none
NC_028959_0056,NC_028959,none
NC_028959_0057,NC_028959,none
NC_028959_0058,NC_028959,none
NC_028959_0059,NC_028959,none
NC_028959_0060,NC_028959,none
NC_028959_0061,NC_028959,none
NC_028959_0062,NC_028959,none
NC_028959_0063,NC_028959,none
NC_028959_0064,NC_028959,none
NC_028959_0065,NC_028959,none
NC_028959_0066,NC_028959,none
NC_028959_0067,NC_028959,none
NC_028959_0068,NC_028959,none
NC_028959_0069,NC_028959,none
NC_028959_0070,NC_028959,none
NC_028959_0071,NC_028959,none
NC_028959_0072,NC_028959,none
NC_028959_0073,NC_028959,none
NC_028959_0074,NC_028959,none
NC_028959_0075,NC_028959,none
NC_028959_0076,NC_028959,none
NC_028959_0077,NC_028959,none
NC_028959_0078,NC_028959,none
NC_028959_0079,NC_028959,none
NC_028959_0080,NC_028959,none
NC_028959_0081,NC_028959,none
NC_028959_0082,NC_028959,none
NC_028959_0083,NC_028959,none
NC_028959_0084,NC_028959,none
NC_028959_0085,NC_028959,none
NC_028959_0086,NC_028959,none
NC_028959_0087,NC_028959,none
NC_028959_0088,NC_028959,none
NC_028959_0089,NC_028959,none
NC_028959_0090,NC_028959,none
NC_028959_0091,NC_028959,none
NC_019422_0001,NC_019422,none
NC_019422_0002,NC_019422,none
NC_019422_0003,NC_019422,none
NC_019422_0004,NC_019422,none
NC_019422_0005,NC_019422,none
NC_019422_0006,NC_019422,none
NC_019422_0007,NC_019422,none
NC_019422_0008,NC_019422,none
NC_019422_0009,NC_019422,none
NC_019422_0010,NC_019422,none
NC_019422_0011,NC_019422,none
NC_019422_0012,NC_019422,none
NC_019422_0013,NC_019422,none
NC_019422_0014,NC_019422,none
NC_019422_0015,NC_019422,none
NC_019422_0016,NC_019422,none
NC_019422_0017,NC_019422,none
NC_019422_0018,NC_019422,none
NC_019422_0019,NC_019422,none
NC_019422_0020,NC_019422,none
NC_019422_0021,NC_019422,none
NC_019422_0022,NC_019422,none
NC_019422_0023,NC_019422,none
NC_019422_0024,NC_019422,none
NC_019422_0025,NC_019422,none
NC_019422_0026,NC_019422,none
NC_019422_0027,NC_019422,none
NC_019422_0028,NC_019422,none
NC_019422_0029,NC_019422,none
NC_019422_0030,NC_019422,none
NC_019422_0031,NC_019422,none
NC_019422_0032,NC_019422,none
NC_019422_0033,NC_019422,none
NC_019422_0034,NC_019422,none
NC_019422_0035,NC_019422,none
NC_019422_0036,NC_019422,none
NC_019422_0037,NC_019422,none
NC_019422_0038,NC_019422,none
NC_019422_0039,NC_019422,none
NC_019422_0040,NC_019422,none
NC_019422_0041,NC_019422,none
NC_019422_0042,NC_019422,none
NC_019422_0043,NC_019422,none
NC_019422_0044,NC_019422,none
NC_019422_0045,NC_019422,none
NC_019422_0046,NC_019422,none
NC_019422_0047,NC_019422,none
KX905163_0001,KX905163,none
KX905163_0002,KX905163,none
KX905163_0003,KX905163,none
KX905163_0004,KX905163,none
KX905163_0005,KX905163,none
KX905163_0006,KX905163,none
KX905163_0007,KX905163,none
KX905163_0008,KX905163,none
KX905163_0009,KX905163,none
KX905163_0010,KX905163,none
KX905163_0011,KX905163,none
KX905163_0012,KX905163,none
KX905163_0013,KX905163,none
KX905163_0014,KX905163,none
KX905163_0015,KX905163,none
KX905163_0016,KX905163,none
KX905163_0017,KX905163,none
KX905163_0018,KX905163,none
KX905163_0019,KX905163,none
KX905163_0020,KX905163,none
KX905163_0021,KX905163,none
KX905163_0022,KX905163,none
KX905163_0023,KX905163,none
KX905163_0024,KX905163,none
KX905163_0025,KX905163,none
KX905163_0026,KX905163,none
KX905163_0027,KX905163,none
KX905163_0028,KX905163,none
KX905163_0029,KX905163,none
KX905163_0030,KX905163,none
KX905163_0031,KX905163,none
KX905163_0032,KX905163,none
KX905163_0033,KX905163,none
KX905163_0034,KX905163,none
KX905163_0035,KX905163,none
KX905163_0036,KX905163,none
KX905163_0037,KX905163,none
KX905163_0038,KX905163,none
KX905163_0039,KX905163,none
KX905163_0040,KX905163,none
KX905163_0041,KX905163,none
KX905163_0042,KX905163,none
KX905163_0043,KX905163,none
KX905163_0044,KX905163,none
KX905163_0045,KX905163,none
KX905163_0046,KX905163,none
KX905163_0047,KX905163,none
KX905163_0048,KX905163,none
KX905163_0049,KX905163,none
KX905163_0050,KX905163,none
KX905163_0051,KX905163,none
KX905163_0052,KX905163,none
KX905163_0053,KX905163,none
KX905163_0054,KX905163,none
KX905163_0055,KX905163,none
KX905163_0056,KX905163,none
KX905163_0057,KX905163,none
KX905163_0058,KX905163,none
KX905163_0059,KX905163,none
KX905163_0060,KX905163,none
KX905163_0061,KX905163,none
KX905163_0062,KX905163,none
KX905163_0063,KX905163,none
KX905163_0064,KX905163,none
KX905163_0065,KX905163,none
KX905163_0066,KX905163,none
KX905163_0067,KX905163,none
KX905163_0068,KX905163,none
KX905163_0069,KX905163,none
KX905163_0070,KX905163,none
KX905163_0071,KX905163,none
KX905163_0072,KX905163,none
KX905163_0073,KX905163,none
KX905163_0074,KX905163,none
KX905163_0075,KX905163,none
